Número interno de finca MOVE;Región/ Zona o cooperativa;Técnico a cargo;Nombre productor;Municipio;Departamento
11286;XXXX;QQQ;XXX;XXX;XX
11287;XXXX;XXX;FADFBA;XXX;XX
11290;XXXX;YYY;FDSBSDF;XXX;XX
11292;XXXX;KKK;DFGN;XXX;XX
11293;XXXX;ÑÑÑ;SNBGS;XXX;XX
11294;XXXX;PPP;XXX;XXX;XX
11295;XXXX;QQQ;FADFBA;XXX;XX
11296;XXXX;XXX;FDSBSDF;XXX;XX
11298;XXXX;YYY;DFGN;XXX;XX
11300;XXXX;KKK;SNBGS;XXX;XX
11301;XXXX;ÑÑÑ;XXX;XXX;XX
11302;XXXX;PPP;FADFBA;XXX;XX
11303;XXXX;QQQ;FDSBSDF;XXX;XX
11305;XXXX;XXX;DFGN;XXX;XX
11307;XXXX;YYY;SNBGS;XXX;XX
11309;XXXX;KKK;XXX;XXX;XX
11310;XXXX;ÑÑÑ;FADFBA;XXX;XX
11311;XXXX;PPP;FDSBSDF;XXX;XX
11312;XXXX;QQQ;DFGN;XXX;XX
11313;XXXX;XXX;SNBGS;XXX;XX
11314;XXXX;YYY;XXX;XXX;XX
11315;XXXX;KKK;FADFBA;XXX;XX
11316;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11318;XXXX;PPP;DFGN;XXX;XX
11319;XXXX;QQQ;SNBGS;XXX;XX
11320;XXXX;XXX;XXX;XXX;XX
11321;XXXX;YYY;FADFBA;XXX;XX
11322;XXXX;KKK;FDSBSDF;XXX;XX
11323;XXXX;ÑÑÑ;DFGN;XXX;XX
11324;XXXX;PPP;SNBGS;XXX;XX
11325;XXXX;QQQ;XXX;XXX;XX
11326;XXXX;XXX;FADFBA;XXX;XX
11327;XXXX;YYY;FDSBSDF;XXX;XX
11328;XXXX;KKK;DFGN;XXX;XX
11329;XXXX;ÑÑÑ;SNBGS;XXX;XX
11330;XXXX;PPP;XXX;XXX;XX
11331;XXXX;QQQ;FADFBA;XXX;XX
11332;XXXX;XXX;FDSBSDF;XXX;XX
11334;XXXX;YYY;DFGN;XXX;XX
11335;XXXX;KKK;SNBGS;XXX;XX
11336;XXXX;ÑÑÑ;XXX;XXX;XX
11337;XXXX;PPP;FADFBA;XXX;XX
11339;XXXX;QQQ;FDSBSDF;XXX;XX
11340;XXXX;XXX;DFGN;XXX;XX
11343;XXXX;YYY;SNBGS;XXX;XX
11344;XXXX;KKK;XXX;XXX;XX
11345;XXXX;ÑÑÑ;FADFBA;XXX;XX
11346;XXXX;PPP;FDSBSDF;XXX;XX
11347;XXXX;QQQ;DFGN;XXX;XX
11349;XXXX;XXX;SNBGS;XXX;XX
11350;XXXX;YYY;XXX;XXX;XX
11352;XXXX;KKK;FADFBA;XXX;XX
11353;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11354;XXXX;PPP;DFGN;XXX;XX
11355;XXXX;QQQ;SNBGS;XXX;XX
11357;XXXX;XXX;XXX;XXX;XX
11358;XXXX;YYY;FADFBA;XXX;XX
11359;XXXX;KKK;FDSBSDF;XXX;XX
11361;XXXX;ÑÑÑ;DFGN;XXX;XX
11362;XXXX;PPP;SNBGS;XXX;XX
11363;XXXX;QQQ;XXX;XXX;XX
11364;XXXX;XXX;FADFBA;XXX;XX
11365;XXXX;YYY;FDSBSDF;XXX;XX
11367;XXXX;KKK;DFGN;XXX;XX
11368;XXXX;ÑÑÑ;SNBGS;XXX;XX
11369;XXXX;PPP;XXX;XXX;XX
11370;XXXX;QQQ;FADFBA;XXX;XX
11371;XXXX;XXX;FDSBSDF;XXX;XX
11372;XXXX;YYY;DFGN;XXX;XX
11373;XXXX;KKK;SNBGS;XXX;XX
11374;XXXX;ÑÑÑ;XXX;XXX;XX
11376;XXXX;PPP;FADFBA;XXX;XX
11377;XXXX;QQQ;FDSBSDF;XXX;XX
11378;XXXX;XXX;DFGN;XXX;XX
11379;XXXX;YYY;SNBGS;XXX;XX
11380;XXXX;KKK;XXX;XXX;XX
11386;XXXX;ÑÑÑ;FADFBA;XXX;XX
11387;XXXX;PPP;FDSBSDF;XXX;XX
11388;XXXX;QQQ;DFGN;XXX;XX
11389;XXXX;XXX;SNBGS;XXX;XX
11391;XXXX;YYY;XXX;XXX;XX
11392;XXXX;KKK;FADFBA;XXX;XX
11393;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11394;XXXX;PPP;DFGN;XXX;XX
11395;XXXX;QQQ;SNBGS;XXX;XX
11396;XXXX;XXX;XXX;XXX;XX
11397;XXXX;YYY;FADFBA;XXX;XX
11398;XXXX;KKK;FDSBSDF;XXX;XX
11400;XXXX;ÑÑÑ;DFGN;XXX;XX
11403;XXXX;PPP;SNBGS;XXX;XX
11404;XXXX;QQQ;XXX;XXX;XX
11405;XXXX;XXX;FADFBA;XXX;XX
11407;XXXX;YYY;FDSBSDF;XXX;XX
11409;XXXX;KKK;DFGN;XXX;XX
11412;XXXX;ÑÑÑ;SNBGS;XXX;XX
11413;XXXX;PPP;XXX;XXX;XX
11414;XXXX;QQQ;FADFBA;XXX;XX
11415;XXXX;XXX;FDSBSDF;XXX;XX
11416;XXXX;YYY;DFGN;XXX;XX
11417;XXXX;KKK;SNBGS;XXX;XX
11418;XXXX;ÑÑÑ;XXX;XXX;XX
11419;XXXX;PPP;FADFBA;XXX;XX
11420;XXXX;QQQ;FDSBSDF;XXX;XX
11421;XXXX;XXX;DFGN;XXX;XX
11422;XXXX;YYY;SNBGS;XXX;XX
11423;XXXX;KKK;XXX;XXX;XX
11424;XXXX;ÑÑÑ;FADFBA;XXX;XX
11425;XXXX;PPP;FDSBSDF;XXX;XX
11426;XXXX;QQQ;DFGN;XXX;XX
11427;XXXX;XXX;SNBGS;XXX;XX
11428;XXXX;YYY;XXX;XXX;XX
11429;XXXX;KKK;FADFBA;XXX;XX
11430;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11431;XXXX;PPP;DFGN;XXX;XX
11432;XXXX;QQQ;SNBGS;XXX;XX
11433;XXXX;XXX;XXX;XXX;XX
11434;XXXX;YYY;FADFBA;XXX;XX
11436;XXXX;KKK;FDSBSDF;XXX;XX
11437;XXXX;ÑÑÑ;DFGN;XXX;XX
11438;XXXX;PPP;SNBGS;XXX;XX
11439;XXXX;QQQ;XXX;XXX;XX
11440;XXXX;XXX;FADFBA;XXX;XX
11441;XXXX;YYY;FDSBSDF;XXX;XX
11443;XXXX;KKK;DFGN;XXX;XX
11444;XXXX;ÑÑÑ;SNBGS;XXX;XX
11445;XXXX;PPP;XXX;XXX;XX
11446;XXXX;QQQ;FADFBA;XXX;XX
11447;XXXX;XXX;FDSBSDF;XXX;XX
11448;XXXX;YYY;DFGN;XXX;XX
11449;XXXX;KKK;SNBGS;XXX;XX
11450;XXXX;ÑÑÑ;XXX;XXX;XX
11451;XXXX;PPP;FADFBA;XXX;XX
11452;XXXX;QQQ;FDSBSDF;XXX;XX
11453;XXXX;XXX;DFGN;XXX;XX
11454;XXXX;YYY;SNBGS;XXX;XX
11455;XXXX;KKK;XXX;XXX;XX
11456;XXXX;ÑÑÑ;FADFBA;XXX;XX
11457;XXXX;PPP;FDSBSDF;XXX;XX
11458;XXXX;QQQ;DFGN;XXX;XX
11460;XXXX;XXX;SNBGS;XXX;XX
11461;XXXX;YYY;XXX;XXX;XX
11463;XXXX;KKK;FADFBA;XXX;XX
11464;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11465;XXXX;PPP;DFGN;XXX;XX
11466;XXXX;QQQ;SNBGS;XXX;XX
11467;XXXX;XXX;XXX;XXX;XX
11468;XXXX;YYY;FADFBA;XXX;XX
11469;XXXX;KKK;FDSBSDF;XXX;XX
11470;XXXX;ÑÑÑ;DFGN;XXX;XX
11471;XXXX;PPP;SNBGS;XXX;XX
11472;XXXX;QQQ;XXX;XXX;XX
11473;XXXX;XXX;FADFBA;XXX;XX
11474;XXXX;YYY;FDSBSDF;XXX;XX
11475;XXXX;KKK;DFGN;XXX;XX
11476;XXXX;ÑÑÑ;SNBGS;XXX;XX
11478;XXXX;PPP;XXX;XXX;XX
11479;XXXX;QQQ;FADFBA;XXX;XX
11480;XXXX;XXX;FDSBSDF;XXX;XX
11481;XXXX;YYY;DFGN;XXX;XX
11483;XXXX;KKK;SNBGS;XXX;XX
11484;XXXX;ÑÑÑ;XXX;XXX;XX
11485;XXXX;PPP;FADFBA;XXX;XX
11486;XXXX;QQQ;FDSBSDF;XXX;XX
11487;XXXX;XXX;DFGN;XXX;XX
11488;XXXX;YYY;SNBGS;XXX;XX
11489;XXXX;KKK;XXX;XXX;XX
11490;XXXX;ÑÑÑ;FADFBA;XXX;XX
11491;XXXX;PPP;FDSBSDF;XXX;XX
11494;XXXX;QQQ;DFGN;XXX;XX
11495;XXXX;XXX;SNBGS;XXX;XX
11496;XXXX;YYY;XXX;XXX;XX
11498;XXXX;KKK;FADFBA;XXX;XX
11499;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11500;XXXX;PPP;DFGN;XXX;XX
11501;XXXX;QQQ;SNBGS;XXX;XX
11502;XXXX;XXX;XXX;XXX;XX
11503;XXXX;YYY;FADFBA;XXX;XX
11504;XXXX;KKK;FDSBSDF;XXX;XX
11505;XXXX;ÑÑÑ;DFGN;XXX;XX
11506;XXXX;PPP;SNBGS;XXX;XX
11507;XXXX;QQQ;XXX;XXX;XX
11509;XXXX;XXX;FADFBA;XXX;XX
11510;XXXX;YYY;FDSBSDF;XXX;XX
11511;XXXX;KKK;DFGN;XXX;XX
11512;XXXX;ÑÑÑ;SNBGS;XXX;XX
11513;XXXX;PPP;XXX;XXX;XX
11514;XXXX;QQQ;FADFBA;XXX;XX
11515;XXXX;XXX;FDSBSDF;XXX;XX
11516;XXXX;YYY;DFGN;XXX;XX
11517;XXXX;KKK;SNBGS;XXX;XX
11520;XXXX;ÑÑÑ;XXX;XXX;XX
11521;XXXX;PPP;FADFBA;XXX;XX
11523;XXXX;QQQ;FDSBSDF;XXX;XX
11526;XXXX;XXX;DFGN;XXX;XX
11528;XXXX;YYY;SNBGS;XXX;XX
11529;XXXX;KKK;XXX;XXX;XX
11530;XXXX;ÑÑÑ;FADFBA;XXX;XX
11531;XXXX;PPP;FDSBSDF;XXX;XX
11532;XXXX;QQQ;DFGN;XXX;XX
11533;XXXX;XXX;SNBGS;XXX;XX
11534;XXXX;YYY;XXX;XXX;XX
11535;XXXX;KKK;FADFBA;XXX;XX
11536;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11538;XXXX;PPP;DFGN;XXX;XX
11540;XXXX;QQQ;SNBGS;XXX;XX
11541;XXXX;XXX;XXX;XXX;XX
11542;XXXX;YYY;FADFBA;XXX;XX
11543;XXXX;KKK;FDSBSDF;XXX;XX
11544;XXXX;ÑÑÑ;DFGN;XXX;XX
11545;XXXX;PPP;SNBGS;XXX;XX
11546;XXXX;QQQ;XXX;XXX;XX
11548;XXXX;XXX;FADFBA;XXX;XX
11551;XXXX;YYY;FDSBSDF;XXX;XX
11553;XXXX;KKK;DFGN;XXX;XX
11554;XXXX;ÑÑÑ;SNBGS;XXX;XX
11555;XXXX;PPP;XXX;XXX;XX
11557;XXXX;QQQ;FADFBA;XXX;XX
11558;XXXX;XXX;FDSBSDF;XXX;XX
11560;XXXX;YYY;DFGN;XXX;XX
11561;XXXX;KKK;SNBGS;XXX;XX
11565;XXXX;ÑÑÑ;XXX;XXX;XX
11567;XXXX;PPP;FADFBA;XXX;XX
11568;XXXX;QQQ;FDSBSDF;XXX;XX
11569;XXXX;XXX;DFGN;XXX;XX
11570;XXXX;YYY;SNBGS;XXX;XX
11571;XXXX;KKK;XXX;XXX;XX
11572;XXXX;ÑÑÑ;FADFBA;XXX;XX
11573;XXXX;PPP;FDSBSDF;XXX;XX
11574;XXXX;QQQ;DFGN;XXX;XX
11575;XXXX;XXX;SNBGS;XXX;XX
11577;XXXX;YYY;XXX;XXX;XX
11578;XXXX;KKK;FADFBA;XXX;XX
11579;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11580;XXXX;PPP;DFGN;XXX;XX
11581;XXXX;QQQ;SNBGS;XXX;XX
11582;XXXX;XXX;XXX;XXX;XX
11583;XXXX;YYY;FADFBA;XXX;XX
11586;XXXX;KKK;FDSBSDF;XXX;XX
11588;XXXX;ÑÑÑ;DFGN;XXX;XX
11589;XXXX;PPP;SNBGS;XXX;XX
11590;XXXX;QQQ;XXX;XXX;XX
11591;XXXX;XXX;FADFBA;XXX;XX
11592;XXXX;YYY;FDSBSDF;XXX;XX
11593;XXXX;KKK;DFGN;XXX;XX
11594;XXXX;ÑÑÑ;SNBGS;XXX;XX
11595;XXXX;PPP;XXX;XXX;XX
11598;XXXX;QQQ;FADFBA;XXX;XX
11600;XXXX;XXX;FDSBSDF;XXX;XX
11601;XXXX;YYY;DFGN;XXX;XX
11603;XXXX;KKK;SNBGS;XXX;XX
11605;XXXX;ÑÑÑ;XXX;XXX;XX
11607;XXXX;PPP;FADFBA;XXX;XX
11608;XXXX;QQQ;FDSBSDF;XXX;XX
11609;XXXX;XXX;DFGN;XXX;XX
11610;XXXX;YYY;SNBGS;XXX;XX
11611;XXXX;KKK;XXX;XXX;XX
11612;XXXX;ÑÑÑ;FADFBA;XXX;XX
11613;XXXX;PPP;FDSBSDF;XXX;XX
11616;XXXX;QQQ;DFGN;XXX;XX
11617;XXXX;XXX;SNBGS;XXX;XX
11618;XXXX;YYY;XXX;XXX;XX
11620;XXXX;KKK;FADFBA;XXX;XX
11621;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11622;XXXX;PPP;DFGN;XXX;XX
11623;XXXX;QQQ;SNBGS;XXX;XX
11624;XXXX;XXX;XXX;XXX;XX
11625;XXXX;YYY;FADFBA;XXX;XX
11626;XXXX;KKK;FDSBSDF;XXX;XX
11627;XXXX;ÑÑÑ;DFGN;XXX;XX
11628;XXXX;PPP;SNBGS;XXX;XX
11629;XXXX;QQQ;XXX;XXX;XX
11630;XXXX;XXX;FADFBA;XXX;XX
11631;XXXX;YYY;FDSBSDF;XXX;XX
11633;XXXX;KKK;DFGN;XXX;XX
11634;XXXX;ÑÑÑ;SNBGS;XXX;XX
11635;XXXX;PPP;XXX;XXX;XX
11636;XXXX;QQQ;FADFBA;XXX;XX
11637;XXXX;XXX;FDSBSDF;XXX;XX
11638;XXXX;YYY;DFGN;XXX;XX
11639;XXXX;KKK;SNBGS;XXX;XX
11640;XXXX;ÑÑÑ;XXX;XXX;XX
11642;XXXX;PPP;FADFBA;XXX;XX
11643;XXXX;QQQ;FDSBSDF;XXX;XX
11644;XXXX;XXX;DFGN;XXX;XX
11645;XXXX;YYY;SNBGS;XXX;XX
11647;XXXX;KKK;XXX;XXX;XX
11650;XXXX;ÑÑÑ;FADFBA;XXX;XX
11651;XXXX;PPP;FDSBSDF;XXX;XX
11652;XXXX;QQQ;DFGN;XXX;XX
11653;XXXX;XXX;SNBGS;XXX;XX
11654;XXXX;YYY;XXX;XXX;XX
11655;XXXX;KKK;FADFBA;XXX;XX
11656;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11657;XXXX;PPP;DFGN;XXX;XX
11659;XXXX;QQQ;SNBGS;XXX;XX
11661;XXXX;XXX;XXX;XXX;XX
11662;XXXX;YYY;FADFBA;XXX;XX
11663;XXXX;KKK;FDSBSDF;XXX;XX
11667;XXXX;ÑÑÑ;DFGN;XXX;XX
11668;XXXX;PPP;SNBGS;XXX;XX
11669;XXXX;QQQ;XXX;XXX;XX
11670;XXXX;XXX;FADFBA;XXX;XX
11671;XXXX;YYY;FDSBSDF;XXX;XX
11672;XXXX;KKK;DFGN;XXX;XX
11673;XXXX;ÑÑÑ;SNBGS;XXX;XX
11674;XXXX;PPP;XXX;XXX;XX
11675;XXXX;QQQ;FADFBA;XXX;XX
11676;XXXX;XXX;FDSBSDF;XXX;XX
11677;XXXX;YYY;DFGN;XXX;XX
11678;XXXX;KKK;SNBGS;XXX;XX
11679;XXXX;ÑÑÑ;XXX;XXX;XX
11680;XXXX;PPP;FADFBA;XXX;XX
11681;XXXX;QQQ;FDSBSDF;XXX;XX
11682;XXXX;XXX;DFGN;XXX;XX
11683;XXXX;YYY;SNBGS;XXX;XX
11684;XXXX;KKK;XXX;XXX;XX
11685;XXXX;ÑÑÑ;FADFBA;XXX;XX
11686;XXXX;PPP;FDSBSDF;XXX;XX
11688;XXXX;QQQ;DFGN;XXX;XX
11689;XXXX;XXX;SNBGS;XXX;XX
11690;XXXX;YYY;XXX;XXX;XX
11695;XXXX;KKK;FADFBA;XXX;XX
11696;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11697;XXXX;PPP;DFGN;XXX;XX
11699;XXXX;QQQ;SNBGS;XXX;XX
11700;XXXX;XXX;XXX;XXX;XX
11701;XXXX;YYY;FADFBA;XXX;XX
11702;XXXX;KKK;FDSBSDF;XXX;XX
11703;XXXX;ÑÑÑ;DFGN;XXX;XX
11704;XXXX;PPP;SNBGS;XXX;XX
11705;XXXX;QQQ;XXX;XXX;XX
11706;XXXX;XXX;FADFBA;XXX;XX
11707;XXXX;YYY;FDSBSDF;XXX;XX
11708;XXXX;KKK;DFGN;XXX;XX
11709;XXXX;ÑÑÑ;SNBGS;XXX;XX
11710;XXXX;PPP;XXX;XXX;XX
11711;XXXX;QQQ;FADFBA;XXX;XX
11712;XXXX;XXX;FDSBSDF;XXX;XX
11713;XXXX;YYY;DFGN;XXX;XX
11714;XXXX;KKK;SNBGS;XXX;XX
11715;XXXX;ÑÑÑ;XXX;XXX;XX
11716;XXXX;PPP;FADFBA;XXX;XX
11717;XXXX;QQQ;FDSBSDF;XXX;XX
11718;XXXX;XXX;DFGN;XXX;XX
11719;XXXX;YYY;SNBGS;XXX;XX
11720;XXXX;KKK;XXX;XXX;XX
11722;XXXX;ÑÑÑ;FADFBA;XXX;XX
11723;XXXX;PPP;FDSBSDF;XXX;XX
11724;XXXX;QQQ;DFGN;XXX;XX
11725;XXXX;XXX;SNBGS;XXX;XX
11726;XXXX;YYY;XXX;XXX;XX
11727;XXXX;KKK;FADFBA;XXX;XX
11730;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11732;XXXX;PPP;DFGN;XXX;XX
11734;XXXX;QQQ;SNBGS;XXX;XX
11735;XXXX;XXX;XXX;XXX;XX
11736;XXXX;YYY;FADFBA;XXX;XX
11737;XXXX;KKK;FDSBSDF;XXX;XX
11738;XXXX;ÑÑÑ;DFGN;XXX;XX
11739;XXXX;PPP;SNBGS;XXX;XX
11740;XXXX;QQQ;XXX;XXX;XX
11741;XXXX;XXX;FADFBA;XXX;XX
11742;XXXX;YYY;FDSBSDF;XXX;XX
11743;XXXX;KKK;DFGN;XXX;XX
11744;XXXX;ÑÑÑ;SNBGS;XXX;XX
11746;XXXX;PPP;XXX;XXX;XX
11747;XXXX;QQQ;FADFBA;XXX;XX
11748;XXXX;XXX;FDSBSDF;XXX;XX
11749;XXXX;YYY;DFGN;XXX;XX
11750;XXXX;KKK;SNBGS;XXX;XX
11751;XXXX;ÑÑÑ;XXX;XXX;XX
11752;XXXX;PPP;FADFBA;XXX;XX
11753;XXXX;QQQ;FDSBSDF;XXX;XX
11754;XXXX;XXX;DFGN;XXX;XX
11756;XXXX;YYY;SNBGS;XXX;XX
11757;XXXX;KKK;XXX;XXX;XX
11758;XXXX;ÑÑÑ;FADFBA;XXX;XX
11759;XXXX;PPP;FDSBSDF;XXX;XX
11761;XXXX;QQQ;DFGN;XXX;XX
11762;XXXX;XXX;SNBGS;XXX;XX
11763;XXXX;YYY;XXX;XXX;XX
11764;XXXX;KKK;FADFBA;XXX;XX
11766;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11769;XXXX;PPP;DFGN;XXX;XX
11771;XXXX;QQQ;SNBGS;XXX;XX
11772;XXXX;XXX;XXX;XXX;XX
11773;XXXX;YYY;FADFBA;XXX;XX
11774;XXXX;KKK;FDSBSDF;XXX;XX
11775;XXXX;ÑÑÑ;DFGN;XXX;XX
11776;XXXX;PPP;SNBGS;XXX;XX
11778;XXXX;QQQ;XXX;XXX;XX
11779;XXXX;XXX;FADFBA;XXX;XX
11781;XXXX;YYY;FDSBSDF;XXX;XX
11782;XXXX;KKK;DFGN;XXX;XX
11783;XXXX;ÑÑÑ;SNBGS;XXX;XX
11784;XXXX;PPP;XXX;XXX;XX
11786;XXXX;QQQ;FADFBA;XXX;XX
11787;XXXX;XXX;FDSBSDF;XXX;XX
11788;XXXX;YYY;DFGN;XXX;XX
11789;XXXX;KKK;SNBGS;XXX;XX
11791;XXXX;ÑÑÑ;XXX;XXX;XX
11792;XXXX;PPP;FADFBA;XXX;XX
11793;XXXX;QQQ;FDSBSDF;XXX;XX
11794;XXXX;XXX;DFGN;XXX;XX
11795;XXXX;YYY;SNBGS;XXX;XX
11796;XXXX;KKK;XXX;XXX;XX
11797;XXXX;ÑÑÑ;FADFBA;XXX;XX
11798;XXXX;PPP;FDSBSDF;XXX;XX
11800;XXXX;QQQ;DFGN;XXX;XX
11801;XXXX;XXX;SNBGS;XXX;XX
11802;XXXX;YYY;XXX;XXX;XX
11804;XXXX;KKK;FADFBA;XXX;XX
11805;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11806;XXXX;PPP;DFGN;XXX;XX
11807;XXXX;QQQ;SNBGS;XXX;XX
11808;XXXX;XXX;XXX;XXX;XX
11809;XXXX;YYY;FADFBA;XXX;XX
11810;XXXX;KKK;FDSBSDF;XXX;XX
11811;XXXX;ÑÑÑ;DFGN;XXX;XX
11813;XXXX;PPP;SNBGS;XXX;XX
11814;XXXX;QQQ;XXX;XXX;XX
11815;XXXX;XXX;FADFBA;XXX;XX
11816;XXXX;YYY;FDSBSDF;XXX;XX
11817;XXXX;KKK;DFGN;XXX;XX
11818;XXXX;ÑÑÑ;SNBGS;XXX;XX
11819;XXXX;PPP;XXX;XXX;XX
11821;XXXX;QQQ;FADFBA;XXX;XX
11822;XXXX;XXX;FDSBSDF;XXX;XX
11823;XXXX;YYY;DFGN;XXX;XX
11824;XXXX;KKK;SNBGS;XXX;XX
11826;XXXX;ÑÑÑ;XXX;XXX;XX
11827;XXXX;PPP;FADFBA;XXX;XX
11829;XXXX;QQQ;FDSBSDF;XXX;XX
11832;XXXX;XXX;DFGN;XXX;XX
11833;XXXX;YYY;SNBGS;XXX;XX
11834;XXXX;KKK;XXX;XXX;XX
11835;XXXX;ÑÑÑ;FADFBA;XXX;XX
11836;XXXX;PPP;FDSBSDF;XXX;XX
11837;XXXX;QQQ;DFGN;XXX;XX
11838;XXXX;XXX;SNBGS;XXX;XX
11839;XXXX;YYY;XXX;XXX;XX
11840;XXXX;KKK;FADFBA;XXX;XX
11841;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11842;XXXX;PPP;DFGN;XXX;XX
11843;XXXX;QQQ;SNBGS;XXX;XX
11844;XXXX;XXX;XXX;XXX;XX
11845;XXXX;YYY;FADFBA;XXX;XX
11846;XXXX;KKK;FDSBSDF;XXX;XX
11847;XXXX;ÑÑÑ;DFGN;XXX;XX
11850;XXXX;PPP;SNBGS;XXX;XX
11851;XXXX;QQQ;XXX;XXX;XX
11852;XXXX;XXX;FADFBA;XXX;XX
11853;XXXX;YYY;FDSBSDF;XXX;XX
11854;XXXX;KKK;DFGN;XXX;XX
11855;XXXX;ÑÑÑ;SNBGS;XXX;XX
11857;XXXX;PPP;XXX;XXX;XX
11858;XXXX;QQQ;FADFBA;XXX;XX
11859;XXXX;XXX;FDSBSDF;XXX;XX
11860;XXXX;YYY;DFGN;XXX;XX
11861;XXXX;KKK;SNBGS;XXX;XX
11863;XXXX;ÑÑÑ;XXX;XXX;XX
11864;XXXX;PPP;FADFBA;XXX;XX
11865;XXXX;QQQ;FDSBSDF;XXX;XX
11867;XXXX;XXX;DFGN;XXX;XX
11869;XXXX;YYY;SNBGS;XXX;XX
11870;XXXX;KKK;XXX;XXX;XX
11871;XXXX;ÑÑÑ;FADFBA;XXX;XX
11872;XXXX;PPP;FDSBSDF;XXX;XX
11873;XXXX;QQQ;DFGN;XXX;XX
11874;XXXX;XXX;SNBGS;XXX;XX
11875;XXXX;YYY;XXX;XXX;XX
11876;XXXX;KKK;FADFBA;XXX;XX
11877;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11878;XXXX;PPP;DFGN;XXX;XX
11879;XXXX;QQQ;SNBGS;XXX;XX
11880;XXXX;XXX;XXX;XXX;XX
11881;XXXX;YYY;FADFBA;XXX;XX
11882;XXXX;KKK;FDSBSDF;XXX;XX
11883;XXXX;ÑÑÑ;DFGN;XXX;XX
11884;XXXX;PPP;SNBGS;XXX;XX
11885;XXXX;QQQ;XXX;XXX;XX
11886;XXXX;XXX;FADFBA;XXX;XX
11887;XXXX;YYY;FDSBSDF;XXX;XX
11889;XXXX;KKK;DFGN;XXX;XX
11890;XXXX;ÑÑÑ;SNBGS;XXX;XX
11892;XXXX;PPP;XXX;XXX;XX
11893;XXXX;QQQ;FADFBA;XXX;XX
11894;XXXX;XXX;FDSBSDF;XXX;XX
11896;XXXX;YYY;DFGN;XXX;XX
11897;XXXX;KKK;SNBGS;XXX;XX
11898;XXXX;ÑÑÑ;XXX;XXX;XX
11899;XXXX;PPP;FADFBA;XXX;XX
11900;XXXX;QQQ;FDSBSDF;XXX;XX
11901;XXXX;XXX;DFGN;XXX;XX
11902;XXXX;YYY;SNBGS;XXX;XX
11903;XXXX;KKK;XXX;XXX;XX
11904;XXXX;ÑÑÑ;FADFBA;XXX;XX
11905;XXXX;PPP;FDSBSDF;XXX;XX
11906;XXXX;QQQ;DFGN;XXX;XX
11907;XXXX;XXX;SNBGS;XXX;XX
11908;XXXX;YYY;XXX;XXX;XX
11909;XXXX;KKK;FADFBA;XXX;XX
11910;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11912;XXXX;PPP;DFGN;XXX;XX
11913;XXXX;QQQ;SNBGS;XXX;XX
11914;XXXX;XXX;XXX;XXX;XX
11915;XXXX;YYY;FADFBA;XXX;XX
11916;XXXX;KKK;FDSBSDF;XXX;XX
11917;XXXX;ÑÑÑ;DFGN;XXX;XX
11918;XXXX;PPP;SNBGS;XXX;XX
11919;XXXX;QQQ;XXX;XXX;XX
11920;XXXX;XXX;FADFBA;XXX;XX
11921;XXXX;YYY;FDSBSDF;XXX;XX
11922;XXXX;KKK;DFGN;XXX;XX
11923;XXXX;ÑÑÑ;SNBGS;XXX;XX
11924;XXXX;PPP;XXX;XXX;XX
11925;XXXX;QQQ;FADFBA;XXX;XX
11926;XXXX;XXX;FDSBSDF;XXX;XX
11927;XXXX;YYY;DFGN;XXX;XX
11928;XXXX;KKK;SNBGS;XXX;XX
11929;XXXX;ÑÑÑ;XXX;XXX;XX
11930;XXXX;PPP;FADFBA;XXX;XX
11932;XXXX;QQQ;FDSBSDF;XXX;XX
11933;XXXX;XXX;DFGN;XXX;XX
11934;XXXX;YYY;SNBGS;XXX;XX
11935;XXXX;KKK;XXX;XXX;XX
11937;XXXX;ÑÑÑ;FADFBA;XXX;XX
11938;XXXX;PPP;FDSBSDF;XXX;XX
11939;XXXX;QQQ;DFGN;XXX;XX
11940;XXXX;XXX;SNBGS;XXX;XX
11941;XXXX;YYY;XXX;XXX;XX
11942;XXXX;KKK;FADFBA;XXX;XX
11943;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11944;XXXX;PPP;DFGN;XXX;XX
11946;XXXX;QQQ;SNBGS;XXX;XX
11948;XXXX;XXX;XXX;XXX;XX
11949;XXXX;YYY;FADFBA;XXX;XX
11951;XXXX;KKK;FDSBSDF;XXX;XX
11952;XXXX;ÑÑÑ;DFGN;XXX;XX
11953;XXXX;PPP;SNBGS;XXX;XX
